Symbol,ISIN,Date,Value,Event
POWERGRID,INE752E01010,16-08-2024,2.75,Dividend
POWERGRID,INE752E01010,14-11-2024,4.5,Dividend
POWERGRID,INE752E01010,07-02-2025,3.25,Dividend
POWERGRID,INE752E01010,29-07-2021,1.333333333,Split
POWERGRID,INE752E01010,12-09-2023,1.333333333,Split
RELIANCE,INE002A01018,24-05-1996,0.371479,Dividend
RELIANCE,INE002A01018,16-05-1997,0.402435,Dividend
RELIANCE,INE002A01018,06-05-1998,0.433392,Dividend
RELIANCE,INE002A01018,07-05-1999,0.464348,Dividend
RELIANCE,INE002A01018,06-04-2000,0.495305,Dividend
RELIANCE,INE002A01018,26-04-2001,0.526262,Dividend
RELIANCE,INE002A01018,23-10-2002,0.588175,Dividend
RELIANCE,INE002A01018,23-05-2003,0.619131,Dividend
RELIANCE,INE002A01018,20-05-2004,0.650088,Dividend
RELIANCE,INE002A01018,12-05-2005,0.928697,Dividend
RELIANCE,INE002A01018,01-06-2006,1.238263,Dividend
RELIANCE,INE002A01018,21-03-2007,1.362089,Dividend
RELIANCE,INE002A01018,08-05-2008,1.609741,Dividend
RELIANCE,INE002A01018,16-10-2009,1.609741,Dividend
RELIANCE,INE002A01018,10-05-2010,1.733568,Dividend
RELIANCE,INE002A01018,05-05-2011,1.98122,Dividend
RELIANCE,INE002A01018,31-05-2012,2.105046,Dividend
RELIANCE,INE002A01018,10-05-2013,2.228873,Dividend
RELIANCE,INE002A01018,16-05-2014,2.352699,Dividend
RELIANCE,INE002A01018,08-05-2015,2.476525,Dividend
RELIANCE,INE002A01018,17-03-2016,2.600351,Dividend
RELIANCE,INE002A01018,13-07-2017,2.724178,Dividend
RELIANCE,INE002A01018,27-06-2018,2.97183,Dividend
RELIANCE,INE002A01018,02-08-2019,3.219483,Dividend
RELIANCE,INE002A01018,02-07-2020,3.25,Dividend
RELIANCE,INE002A01018,11-06-2021,3.5,Dividend
RELIANCE,INE002A01018,18-08-2022,4,Dividend
RELIANCE,INE002A01018,21-08-2023,4.5,Dividend
RELIANCE,INE002A01018,19-08-2024,5,Dividend
RELIANCE,INE002A01018,27-10-1997,2,Split
RELIANCE,INE002A01018,26-11-2009,2,Split
RELIANCE,INE002A01018,07-09-2017,2,Split
RELIANCE,INE002A01018,28-10-2024,2,Split
SBILIFE,INE123W01016,03-04-2018,2,Dividend
SBILIFE,INE123W01016,03-04-2019,2,Dividend
SBILIFE,INE123W01016,05-04-2021,2.5,Dividend
SBILIFE,INE123W01016,29-03-2022,2,Dividend
SBILIFE,INE123W01016,16-03-2023,2.5,Dividend
SBILIFE,INE123W01016,15-03-2024,2.7,Dividend
SBILIFE,INE123W01016,07-03-2025,2.7,Dividend
SBIN,INE775A01035,03-06-1996,0.330232,Dividend
SBIN,INE775A01035,16-06-1997,0.377408,Dividend
SBIN,INE775A01035,24-06-1998,0.377408,Dividend
SBIN,INE775A01035,05-07-1999,0.377408,Dividend
SBIN,INE775A01035,17-04-2000,0.23588,Dividend
SBIN,INE775A01035,03-07-2000,0.23588,Dividend
SBIN,INE775A01035,02-07-2001,0.47176,Dividend
SBIN,INE775A01035,11-07-2002,0.566113,Dividend
SBIN,INE775A01035,04-07-2003,0.801993,Dividend
SBIN,INE775A01035,25-06-2004,1.037873,Dividend
SBIN,INE775A01035,17-06-2005,1.179401,Dividend
SBIN,INE775A01035,19-06-2006,1.320929,Dividend
SBIN,INE775A01035,13-06-2007,1.320929,Dividend
SBIN,INE775A01035,29-05-2008,2.15,Dividend
SBIN,INE775A01035,10-06-2009,2.9,Dividend
SBIN,INE775A01035,05-02-2010,1,Dividend
SBIN,INE775A01035,09-06-2010,2,Dividend
SBIN,INE775A01035,20-05-2011,3,Dividend
SBIN,INE775A01035,24-05-2012,3.5,Dividend
SBIN,INE775A01035,28-05-2013,4.15,Dividend
SBIN,INE775A01035,11-03-2014,1.5,Dividend
SBIN,INE775A01035,29-05-2014,1.5,Dividend
SBIN,INE775A01035,28-05-2015,3.5,Dividend
SBIN,INE775A01035,03-06-2016,2.6,Dividend
SBIN,INE775A01035,26-05-2017,2.6,Dividend
SBIN,INE775A01035,03-06-2021,4,Dividend
SBIN,INE775A01035,25-05-2022,7.1,Dividend
SBIN,INE775A01035,31-05-2023,11.3,Dividend
SBIN,INE775A01035,22-05-2024,13.7,Dividend
SBIN,INE775A01035,16-05-2025,15.9,Dividend
SBIN,INE775A01035,20-11-2014,10,Split
SUNPHARMA,INE044A01036,24-06-1996,0.020833,Dividend
SUNPHARMA,INE044A01036,09-06-1997,0.029167,Dividend
SUNPHARMA,INE044A01036,30-06-1998,0.05,Dividend
SUNPHARMA,INE044A01036,03-06-1999,0.05,Dividend
SUNPHARMA,INE044A01036,01-12-1999,0.066667,Dividend
SUNPHARMA,INE044A01036,08-03-2000,0.033333,Dividend
SUNPHARMA,INE044A01036,17-07-2001,0.125,Dividend
SUNPHARMA,INE044A01036,20-08-2002,0.125,Dividend
SUNPHARMA,INE044A01036,24-09-2003,0.25,Dividend
SUNPHARMA,INE044A01036,10-12-2004,0.325,Dividend
SUNPHARMA,INE044A01036,19-09-2005,0.375,Dividend
SUNPHARMA,INE044A01036,06-09-2006,0.55,Dividend
SUNPHARMA,INE044A01036,15-03-2007,0.675,Dividend
SUNPHARMA,INE044A01036,25-08-2008,1.05,Dividend
SUNPHARMA,INE044A01036,21-08-2009,1.375,Dividend
SUNPHARMA,INE044A01036,09-09-2010,1.375,Dividend
SUNPHARMA,INE044A01036,02-09-2011,1.75,Dividend
SUNPHARMA,INE044A01036,14-08-2012,2.125,Dividend
SUNPHARMA,INE044A01036,19-09-2013,2.5,Dividend
SUNPHARMA,INE044A01036,11-09-2014,1.5,Dividend
SUNPHARMA,INE044A01036,21-10-2015,3,Dividend
SUNPHARMA,INE044A01036,08-09-2016,1,Dividend
SUNPHARMA,INE044A01036,18-09-2017,3.5,Dividend
SUNPHARMA,INE044A01036,17-09-2018,2,Dividend
SUNPHARMA,INE044A01036,20-08-2019,2.75,Dividend
SUNPHARMA,INE044A01036,17-02-2020,3,Dividend
SUNPHARMA,INE044A01036,19-08-2020,1,Dividend
SUNPHARMA,INE044A01036,09-02-2021,5.5,Dividend
SUNPHARMA,INE044A01036,23-08-2021,2,Dividend
SUNPHARMA,INE044A01036,09-02-2022,7,Dividend
SUNPHARMA,INE044A01036,19-08-2022,3,Dividend
SUNPHARMA,INE044A01036,08-02-2023,7.5,Dividend
SUNPHARMA,INE044A01036,28-07-2023,4,Dividend
SUNPHARMA,INE044A01036,09-02-2024,8.5,Dividend
SUNPHARMA,INE044A01036,12-07-2024,5,Dividend
SUNPHARMA,INE044A01036,06-02-2025,10.5,Dividend
SUNPHARMA,INE044A01036,07-07-2025,5.5,Dividend
SUNPHARMA,INE044A01036,08-03-2000,3,Split
SUNPHARMA,INE044A01036,13-01-2003,2,Split
SUNPHARMA,INE044A01036,27-05-2004,2,Split
SUNPHARMA,INE044A01036,25-11-2010,5,Split
SUNPHARMA,INE044A01036,29-07-2013,2,Split
TCS,INE081A01020,28-10-2004,0.375,Dividend
TCS,INE081A01020,03-02-2005,0.4375,Dividend
TCS,INE081A01020,06-07-2005,0.625,Dividend
TCS,INE081A01020,18-08-2005,0.375,Dividend
TCS,INE081A01020,18-10-2005,0.375,Dividend
TCS,INE081A01020,18-01-2006,0.375,Dividend
TCS,INE081A01020,16-06-2006,0.5625,Dividend
TCS,INE081A01020,28-07-2006,0.375,Dividend
TCS,INE081A01020,23-10-2006,0.75,Dividend
TCS,INE081A01020,22-01-2007,0.75,Dividend
TCS,INE081A01020,15-06-2007,1,Dividend
TCS,INE081A01020,27-07-2007,0.75,Dividend
TCS,INE081A01020,22-10-2007,0.75,Dividend
TCS,INE081A01020,23-01-2008,0.75,Dividend
TCS,INE081A01020,18-06-2008,1.25,Dividend
TCS,INE081A01020,31-07-2008,0.75,Dividend
TCS,INE081A01020,29-10-2008,0.75,Dividend
TCS,INE081A01020,28-01-2009,0.75,Dividend
TCS,INE081A01020,16-06-2009,1.25,Dividend
TCS,INE081A01020,27-07-2009,1,Dividend
TCS,INE081A01020,28-10-2009,1,Dividend
TCS,INE081A01020,27-01-2010,1,Dividend
TCS,INE081A01020,15-06-2010,2,Dividend
TCS,INE081A01020,29-07-2010,1,Dividend
TCS,INE081A01020,01-11-2010,1,Dividend
TCS,INE081A01020,27-01-2011,1,Dividend
TCS,INE081A01020,08-06-2011,4,Dividend
TCS,INE081A01020,28-07-2011,1.5,Dividend
TCS,INE081A01020,25-10-2011,1.5,Dividend
TCS,INE081A01020,25-01-2012,1.5,Dividend
TCS,INE081A01020,07-06-2012,4,Dividend
TCS,INE081A01020,23-07-2012,1.5,Dividend
TCS,INE081A01020,31-10-2012,1.5,Dividend
TCS,INE081A01020,23-01-2013,1.5,Dividend
TCS,INE081A01020,06-06-2013,6.5,Dividend
TCS,INE081A01020,29-07-2013,2,Dividend
TCS,INE081A01020,25-10-2013,2,Dividend
TCS,INE081A01020,27-01-2014,2,Dividend
TCS,INE081A01020,06-06-2014,10,Dividend
TCS,INE081A01020,28-07-2014,2.5,Dividend
TCS,INE081A01020,29-10-2014,2.5,Dividend
TCS,INE081A01020,27-01-2015,2.5,Dividend
TCS,INE081A01020,05-06-2015,12,Dividend
TCS,INE081A01020,20-07-2015,2.75,Dividend
TCS,INE081A01020,23-10-2015,2.75,Dividend
TCS,INE081A01020,21-01-2016,2.75,Dividend
TCS,INE081A01020,06-06-2016,13.5,Dividend
TCS,INE081A01020,25-07-2016,3.25,Dividend
TCS,INE081A01020,24-10-2016,3.25,Dividend
TCS,INE081A01020,23-01-2017,3.25,Dividend
TCS,INE081A01020,13-06-2017,13.75,Dividend
TCS,INE081A01020,24-07-2017,3.5,Dividend
TCS,INE081A01020,25-10-2017,3.5,Dividend
TCS,INE081A01020,22-01-2018,3.5,Dividend
TCS,INE081A01020,31-05-2018,14.5,Dividend
TCS,INE081A01020,17-07-2018,4,Dividend
TCS,INE081A01020,23-10-2018,4,Dividend
TCS,INE081A01020,17-01-2019,4,Dividend
TCS,INE081A01020,04-06-2019,18,Dividend
TCS,INE081A01020,16-07-2019,5,Dividend
TCS,INE081A01020,17-10-2019,5,Dividend
TCS,INE081A01020,23-01-2020,5,Dividend
TCS,INE081A01020,19-03-2020,12,Dividend
TCS,INE081A01020,03-06-2020,6,Dividend
TCS,INE081A01020,16-07-2020,5,Dividend
TCS,INE081A01020,14-10-2020,12,Dividend
TCS,INE081A01020,14-01-2021,6,Dividend
TCS,INE081A01020,25-05-2021,15,Dividend
TCS,INE081A01020,15-07-2021,7,Dividend
TCS,INE081A01020,14-10-2021,7,Dividend
TCS,INE081A01020,19-01-2022,7,Dividend
TCS,INE081A01020,25-05-2022,22,Dividend
TCS,INE081A01020,14-07-2022,8,Dividend
TCS,INE081A01020,17-10-2022,8,Dividend
TCS,INE081A01020,16-01-2023,8,Dividend
TCS,INE081A01020,15-06-2023,24,Dividend
TCS,INE081A01020,20-07-2023,9,Dividend
TCS,INE081A01020,19-10-2023,9,Dividend
TCS,INE081A01020,19-01-2024,9,Dividend
TCS,INE081A01020,16-05-2024,28,Dividend
TCS,INE081A01020,19-07-2024,10,Dividend
TCS,INE081A01020,18-10-2024,10,Dividend
TCS,INE081A01020,17-01-2025,10,Dividend
TCS,INE081A01020,04-06-2025,30,Dividend
TCS,INE081A01020,16-07-2025,11,Dividend
TCS,INE081A01020,28-07-2006,2,Split
TCS,INE081A01020,16-06-2009,2,Split
TCS,INE081A01020,31-05-2018,2,Split
TATACONSUM,INE192A01025,20-07-1999,1.086495,Dividend
TATACONSUM,INE192A01025,11-04-2000,0.9976,Dividend
TATACONSUM,INE192A01025,17-08-2001,0.888951,Dividend
TATACONSUM,INE192A01025,28-05-2002,0.691406,Dividend
TATACONSUM,INE192A01025,14-08-2003,0.691406,Dividend
TATACONSUM,INE192A01025,17-08-2004,0.839564,Dividend
TATACONSUM,INE192A01025,21-07-2005,0.987723,Dividend
TATACONSUM,INE192A01025,21-07-2006,1.185268,Dividend
TATACONSUM,INE192A01025,23-07-2007,1.481584,Dividend
TATACONSUM,INE192A01025,01-08-2008,3.45703,Dividend
TATACONSUM,INE192A01025,13-08-2009,1.728515,Dividend
TATACONSUM,INE192A01025,05-08-2010,1.975446,Dividend
TATACONSUM,INE192A01025,10-08-2011,1.975446,Dividend
TATACONSUM,INE192A01025,09-08-2012,2.123604,Dividend
TATACONSUM,INE192A01025,27-06-2013,2.123604,Dividend
TATACONSUM,INE192A01025,05-08-2014,2.222377,Dividend
TATACONSUM,INE192A01025,30-07-2015,2.222377,Dividend
TATACONSUM,INE192A01025,08-08-2016,2.222377,Dividend
TATACONSUM,INE192A01025,07-07-2017,2.321149,Dividend
TATACONSUM,INE192A01025,04-08-2017,2.321149,Dividend
TATACONSUM,INE192A01025,20-06-2018,2.469307,Dividend
TATACONSUM,INE192A01025,24-05-2019,2.469307,Dividend
TATACONSUM,INE192A01025,18-06-2020,2.666852,Dividend
TATACONSUM,INE192A01025,10-06-2021,4.000278,Dividend
TATACONSUM,INE192A01025,09-06-2022,5.975724,Dividend
TATACONSUM,INE192A01025,19-05-2023,8.346259,Dividend
TATACONSUM,INE192A01025,24-05-2024,7.654853,Dividend
TATACONSUM,INE192A01025,29-05-2025,8.25,Dividend
TATACONSUM,INE192A01025,30-06-2010,10,Split
TATAMOTORS,INE155A01022,03-06-1994,0.479076,Dividend
TATAMOTORS,INE155A01022,07-06-1995,0.598846,Dividend
TATAMOTORS,INE155A01022,11-06-1996,1.149784,Dividend
TATAMOTORS,INE155A01022,12-05-1997,1.533045,Dividend
TATAMOTORS,INE155A01022,09-06-1998,1.053968,Dividend
TATAMOTORS,INE155A01022,17-06-1999,0.574892,Dividend
TATAMOTORS,INE155A01022,13-06-2000,0.479076,Dividend
TATAMOTORS,INE155A01022,30-06-2003,0.766522,Dividend
TATAMOTORS,INE155A01022,12-02-2004,0.766522,Dividend
TATAMOTORS,INE155A01022,22-06-2004,0.766522,Dividend
TATAMOTORS,INE155A01022,23-06-2005,2.395382,Dividend
TATAMOTORS,INE155A01022,23-06-2006,2.491198,Dividend
TATAMOTORS,INE155A01022,01-06-2007,2.874459,Dividend
TATAMOTORS,INE155A01022,16-06-2008,2.874459,Dividend
TATAMOTORS,INE155A01022,03-08-2009,1.187265,Dividend
TATAMOTORS,INE155A01022,10-08-2010,2.968163,Dividend
TATAMOTORS,INE155A01022,19-07-2011,3.957551,Dividend
TATAMOTORS,INE155A01022,18-07-2012,3.957551,Dividend
TATAMOTORS,INE155A01022,30-07-2013,1.978776,Dividend
TATAMOTORS,INE155A01022,09-07-2014,1.978776,Dividend
TATAMOTORS,INE155A01022,18-07-2016,0.2,Dividend
TATAMOTORS,INE155A01022,28-07-2023,2,Dividend
TATAMOTORS,INE155A01022,11-06-2024,3,Dividend
TATAMOTORS,INE155A01022,04-06-2025,6,Dividend
TATAMOTORS,INE155A01022,04-10-1995,1.6,Split
TATAMOTORS,INE155A01022,12-09-2011,5,Split
TATAPOWER,INE245A01021,17-06-1996,0.337756,Dividend
TATAPOWER,INE245A01021,09-07-1997,0.337756,Dividend
TATAPOWER,INE245A01021,15-06-1998,0.357056,Dividend
TATAPOWER,INE245A01021,21-06-1999,0.357056,Dividend
TATAPOWER,INE245A01021,06-04-2000,0.357056,Dividend
TATAPOWER,INE245A01021,11-07-2000,0.048251,Dividend
TATAPOWER,INE245A01021,09-07-2001,0.482509,Dividend
TATAPOWER,INE245A01021,29-05-2002,0.482509,Dividend
TATAPOWER,INE245A01021,04-07-2003,0.627261,Dividend
TATAPOWER,INE245A01021,08-06-2004,0.675512,Dividend
TATAPOWER,INE245A01021,12-07-2005,0.723763,Dividend
TATAPOWER,INE245A01021,07-07-2006,0.820265,Dividend
TATAPOWER,INE245A01021,17-07-2007,0.916766,Dividend
TATAPOWER,INE245A01021,18-08-2008,1.013268,Dividend
TATAPOWER,INE245A01021,14-07-2009,1.10977,Dividend
TATAPOWER,INE245A01021,16-08-2010,1.158021,Dividend
TATAPOWER,INE245A01021,02-08-2011,1.206271,Dividend
TATAPOWER,INE245A01021,24-07-2012,1.206271,Dividend
TATAPOWER,INE245A01021,26-07-2013,1.10977,Dividend
TATAPOWER,INE245A01021,23-07-2014,1.25,Dividend
TATAPOWER,INE245A01021,20-07-2015,1.3,Dividend
TATAPOWER,INE245A01021,07-09-2016,1.3,Dividend
TATAPOWER,INE245A01021,10-08-2017,1.3,Dividend
TATAPOWER,INE245A01021,12-07-2018,1.3,Dividend
TATAPOWER,INE245A01021,04-06-2019,1.3,Dividend
TATAPOWER,INE245A01021,14-07-2020,1.55,Dividend
TATAPOWER,INE245A01021,17-06-2021,1.55,Dividend
TATAPOWER,INE245A01021,15-06-2022,1.75,Dividend
TATAPOWER,INE245A01021,07-06-2023,2,Dividend
TATAPOWER,INE245A01021,04-07-2024,2,Dividend
TATAPOWER,INE245A01021,20-06-2025,2.25,Dividend
TATAPOWER,INE245A01021,26-09-2011,10,Split
TATASTEEL,INE081A01020,13-05-1999,0.22458,Dividend
TATASTEEL,INE081A01020,06-04-2000,0.22458,Dividend
TATASTEEL,INE081A01020,24-05-2001,0.280725,Dividend
TATASTEEL,INE081A01020,28-05-2002,0.22458,Dividend
TATASTEEL,INE081A01020,09-06-2003,0.44916,Dividend
TATASTEEL,INE081A01020,08-06-2004,0.56145,Dividend
TATASTEEL,INE081A01020,07-06-2005,1.094828,Dividend
TATASTEEL,INE081A01020,26-05-2006,1.094828,Dividend
TATASTEEL,INE081A01020,08-06-2007,1.305371,Dividend
TATASTEEL,INE081A01020,18-07-2008,1.524379,Dividend
TATASTEEL,INE081A01020,06-07-2009,1.524379,Dividend
TATASTEEL,INE081A01020,12-07-2010,0.762189,Dividend
TATASTEEL,INE081A01020,04-07-2011,1.143284,Dividend
TATASTEEL,INE081A01020,16-07-2012,1.143284,Dividend
TATASTEEL,INE081A01020,15-07-2013,0.762189,Dividend
TATASTEEL,INE081A01020,14-07-2014,0.952737,Dividend
TATASTEEL,INE081A01020,23-07-2015,0.762189,Dividend
TATASTEEL,INE081A01020,28-07-2016,0.762189,Dividend
TATASTEEL,INE081A01020,20-07-2017,0.952737,Dividend
TATASTEEL,INE081A01020,05-07-2018,1,Dividend
TATASTEEL,INE081A01020,04-07-2019,1.3,Dividend
TATASTEEL,INE081A01020,06-08-2020,1,Dividend
TATASTEEL,INE081A01020,17-06-2021,2.5,Dividend
TATASTEEL,INE081A01020,15-06-2022,5.1,Dividend
TATASTEEL,INE081A01020,22-06-2023,3.6,Dividend
TATASTEEL,INE081A01020,21-06-2024,3.6,Dividend
TATASTEEL,INE081A01020,06-06-2025,3.6,Dividend
TATASTEEL,INE081A01020,11-08-2004,1.5,Split
TATASTEEL,INE081A01020,28-07-2022,10,Split
TECHM,INE669C01036,21-03-2007,0.375,Dividend
TECHM,INE669C01036,17-07-2008,1.375,Dividend
TECHM,INE669C01036,27-10-2008,1,Dividend
TECHM,INE669C01036,21-07-2010,0.875,Dividend
TECHM,INE669C01036,04-08-2011,1,Dividend
TECHM,INE669C01036,02-08-2012,1,Dividend
TECHM,INE669C01036,19-09-2013,1.25,Dividend
TECHM,INE669C01036,25-07-2014,5,Dividend
TECHM,INE669C01036,23-07-2015,6,Dividend
TECHM,INE669C01036,28-07-2016,6,Dividend
TECHM,INE669C01036,27-07-2017,9,Dividend
TECHM,INE669C01036,26-07-2018,14,Dividend
TECHM,INE669C01036,25-07-2019,14,Dividend
TECHM,INE669C01036,02-03-2020,10,Dividend
TECHM,INE669C01036,23-07-2020,5,Dividend
TECHM,INE669C01036,29-10-2020,15,Dividend
TECHM,INE669C01036,23-07-2021,15,Dividend
TECHM,INE669C01036,21-07-2022,15,Dividend
TECHM,INE669C01036,21-07-2023,32,Dividend
TECHM,INE669C01036,02-11-2023,12,Dividend
TECHM,INE669C01036,19-07-2024,28,Dividend
TECHM,INE669C01036,31-10-2024,15,Dividend
TECHM,INE669C01036,04-07-2025,30,Dividend
TECHM,INE669C01036,19-03-2015,2,Split
TITAN,INE280A01028,12-08-2005,0.1,Dividend
TITAN,INE280A01028,04-08-2006,0.15,Dividend
TITAN,INE280A01028,11-07-2007,0.25,Dividend
TITAN,INE280A01028,15-07-2008,0.4,Dividend
TITAN,INE280A01028,10-07-2009,0.5,Dividend
TITAN,INE280A01028,09-07-2010,0.75,Dividend
TITAN,INE280A01028,22-07-2011,1.25,Dividend
TITAN,INE280A01028,13-07-2012,1.75,Dividend
TITAN,INE280A01028,16-07-2013,2.1,Dividend
TITAN,INE280A01028,15-07-2014,2.1,Dividend
TITAN,INE280A01028,17-07-2015,2.3,Dividend
TITAN,INE280A01028,22-03-2016,2.2,Dividend
TITAN,INE280A01028,24-07-2017,2.6,Dividend
TITAN,INE280A01028,23-07-2018,3.75,Dividend
TITAN,INE280A01028,29-07-2019,5,Dividend
TITAN,INE280A01028,03-08-2020,4,Dividend
TITAN,INE280A01028,22-07-2021,4,Dividend
TITAN,INE280A01028,08-07-2022,7.5,Dividend
TITAN,INE280A01028,13-07-2023,10,Dividend
TITAN,INE280A01028,27-06-2024,11,Dividend
TITAN,INE280A01028,08-07-2025,11,Dividend
TITAN,INE280A01028,23-06-2011,10,Split
ULTRACEMCO,INE481G01011,28-09-2004,0.5,Dividend
ULTRACEMCO,INE481G01011,11-08-2005,0.75,Dividend
ULTRACEMCO,INE481G01011,14-08-2006,1.75,Dividend
ULTRACEMCO,INE481G01011,15-03-2007,4,Dividend
ULTRACEMCO,INE481G01011,09-07-2008,5,Dividend
ULTRACEMCO,INE481G01011,09-07-2009,5,Dividend
ULTRACEMCO,INE481G01011,21-06-2010,6,Dividend
ULTRACEMCO,INE481G01011,25-08-2011,6,Dividend
ULTRACEMCO,INE481G01011,17-08-2012,8,Dividend
ULTRACEMCO,INE481G01011,17-07-2013,9,Dividend
ULTRACEMCO,INE481G01011,24-07-2014,9,Dividend
ULTRACEMCO,INE481G01011,14-08-2015,9,Dividend
ULTRACEMCO,INE481G01011,04-07-2016,9.5,Dividend
ULTRACEMCO,INE481G01011,10-07-2017,10,Dividend
ULTRACEMCO,INE481G01011,10-07-2018,10.5,Dividend
ULTRACEMCO,INE481G01011,10-07-2019,11.5,Dividend
ULTRACEMCO,INE481G01011,29-07-2020,13,Dividend
ULTRACEMCO,INE481G01011,02-08-2021,37,Dividend
ULTRACEMCO,INE481G01011,02-08-2022,38,Dividend
ULTRACEMCO,INE481G01011,27-07-2023,38,Dividend
ULTRACEMCO,INE481G01011,30-07-2024,70,Dividend
ULTRACEMCO,INE481G01011,25-07-2025,77.5,Dividend
UPL,INE854D01024,17-08-2004,0.006395,Dividend
UPL,INE854D01024,17-08-2005,0.255798,Dividend
UPL,INE854D01024,07-09-2006,0.319748,Dividend
UPL,INE854D01024,21-03-2007,0.383697,Dividend
UPL,INE854D01024,04-09-2008,0.639496,Dividend
UPL,INE854D01024,03-09-2009,0.959243,Dividend
UPL,INE854D01024,26-08-2010,1.278991,Dividend
UPL,INE854D01024,14-07-2011,1.278991,Dividend
UPL,INE854D01024,03-04-2012,1.278991,Dividend
UPL,INE854D01024,12-07-2012,0.319748,Dividend
UPL,INE854D01024,04-07-2013,1.598739,Dividend
UPL,INE854D01024,07-08-2014,2.557982,Dividend
UPL,INE854D01024,16-07-2015,3.197478,Dividend
UPL,INE854D01024,16-06-2016,3.197478,Dividend
UPL,INE854D01024,22-06-2017,4.476469,Dividend
UPL,INE854D01024,09-08-2018,5.115964,Dividend
UPL,INE854D01024,28-05-2019,5.115964,Dividend
UPL,INE854D01024,19-08-2020,5.75546,Dividend
UPL,INE854D01024,14-07-2021,9.592433,Dividend
UPL,INE854D01024,27-07-2022,9.592433,Dividend
UPL,INE854D01024,03-08-2023,9.592433,Dividend
UPL,INE854D01024,12-08-2024,0.959243,Dividend
UPL,INE854D01024,11-07-2025,6,Dividend
UPL,INE854D01024,27-09-2005,5,Split
UPL,INE854D01024,29-10-2008,2,Split
UPL,INE854D01024,02-07-2019,1.5,Split
WIPRO,INE075A01022,01-07-1996,0.003125,Dividend
WIPRO,INE075A01022,04-08-1997,0.003125,Dividend
WIPRO,INE075A01022,15-06-1998,0.005625,Dividend
WIPRO,INE075A01022,05-07-1999,0.005625,Dividend
WIPRO,INE075A01022,09-05-2000,0.005625,Dividend
WIPRO,INE075A01022,18-06-2001,0.009375,Dividend
WIPRO,INE075A01022,28-06-2002,0.01875,Dividend
WIPRO,INE075A01022,01-07-2003,0.01875,Dividend
WIPRO,INE075A01022,06-05-2004,0.54375,Dividend
WIPRO,INE075A01022,29-06-2005,0.28125,Dividend
WIPRO,INE075A01022,29-06-2006,0.5625,Dividend
WIPRO,INE075A01022,26-03-2007,0.5625,Dividend
WIPRO,INE075A01022,28-06-2007,0.1125,Dividend
WIPRO,INE075A01022,25-10-2007,0.225,Dividend
WIPRO,INE075A01022,27-06-2008,0.45,Dividend
WIPRO,INE075A01022,29-06-2009,0.45,Dividend
WIPRO,INE075A01022,15-06-2010,0.674999,Dividend
WIPRO,INE075A01022,27-01-2011,0.375,Dividend
WIPRO,INE075A01022,29-06-2011,0.75,Dividend
WIPRO,INE075A01022,24-01-2012,0.375,Dividend
WIPRO,INE075A01022,28-06-2012,0.75,Dividend
WIPRO,INE075A01022,23-01-2013,0.375,Dividend
WIPRO,INE075A01022,27-06-2013,0.9375,Dividend
WIPRO,INE075A01022,22-01-2014,0.5625,Dividend
WIPRO,INE075A01022,21-07-2014,0.9375,Dividend
WIPRO,INE075A01022,22-01-2015,0.9375,Dividend
WIPRO,INE075A01022,20-07-2015,1.3125,Dividend
WIPRO,INE075A01022,25-01-2016,0.9375,Dividend
WIPRO,INE075A01022,11-07-2016,0.1875,Dividend
WIPRO,INE075A01022,02-02-2017,0.375,Dividend
WIPRO,INE075A01022,31-01-2018,0.375,Dividend
WIPRO,INE075A01022,29-01-2019,0.375,Dividend
WIPRO,INE075A01022,24-01-2020,0.5,Dividend
WIPRO,INE075A01022,22-01-2021,0.5,Dividend
WIPRO,INE075A01022,21-01-2022,0.5,Dividend
WIPRO,INE075A01022,05-04-2022,2.5,Dividend
WIPRO,INE075A01022,24-01-2023,0.5,Dividend
WIPRO,INE075A01022,24-01-2024,0.5,Dividend
WIPRO,INE075A01022,28-01-2025,6,Dividend
WIPRO,INE075A01022,28-07-2025,5,Dividend
WIPRO,INE075A01022,20-10-1997,3,Split
WIPRO,INE075A01022,27-09-1999,5,Split
WIPRO,INE075A01022,25-06-2004,3,Split
WIPRO,INE075A01022,22-08-2005,2,Split
WIPRO,INE075A01022,15-06-2010,1.666666667,Split
WIPRO,INE075A01022,13-06-2017,2,Split
WIPRO,INE075A01022,06-03-2019,1.333333333,Split
WIPRO,INE075A01022,03-12-2024,2,Split
